Function,Algorithm,Run,Best
F5,L-SHADE,6,6.965849e+07
F5,L-SHADE,7,6.173773e+07
F5,L-SHADE,8,9.564741e+07
F5,L-SHADE,9,7.006918e+07
F5,L-SHADE,10,1.173682e+08
F5,L-SHADE,11,1.881450e+08
F5,L-SHADE,12,5.249273e+07
F5,L-SHADE,13,2.997624e+07
F5,L-SHADE,14,8.641792e+07
F5,L-SHADE,15,5.671023e+07
F5,GWO,1,1.415285e+07
F5,GWO,2,1.349131e+08
F5,GWO,3,4.634935e+07
F5,GWO,4,8.139470e+07
F5,GWO,5,8.490937e+07
F5,GWO,6,1.138015e+08
F5,GWO,7,3.018635e+07
F5,GWO,8,2.879498e+07
F5,GWO,9,5.561624e+07
F5,GWO,10,5.630816e+07
F5,GWO,11,8.272254e+07
F5,GWO,12,2.291824e+07
F5,GWO,13,4.913186e+07
F5,GWO,14,6.416368e+07
F5,GWO,15,9.480769e+07
F5,WOA,1,1.156817e+06
F5,WOA,2,6.224608e+05
F5,WOA,3,3.524952e+05
F5,WOA,4,5.265425e+05
F5,WOA,5,3.270998e+05
F5,WOA,6,5.639627e+05
F5,WOA,7,6.529429e+05
F5,WOA,8,8.876854e+05
F5,WOA,9,7.745400e+05
F5,WOA,10,2.463109e+05
F5,WOA,11,2.854674e+05
F5,WOA,12,6.440864e+05
F5,WOA,13,3.667661e+05
F5,WOA,14,6.164509e+05
F5,WOA,15,1.882576e+06
F5,TPE,1,2.215287e+08
F5,TPE,2,2.916023e+08
F5,TPE,3,2.285418e+08
F5,TPE,4,2.048581e+08
F5,TPE,5,1.340977e+08
F5,TPE,6,1.425744e+08
F5,TPE,7,1.792889e+08
F5,TPE,8,1.571163e+08
F5,TPE,9,2.016775e+08
F5,TPE,10,1.330896e+08
F5,TPE,11,2.661491e+08
F5,TPE,12,3.881144e+08
F5,TPE,13,2.044533e+08
F5,TPE,14,8.447242e+07
F5,TPE,15,6.333984e+07
F6,IFPOA-X,1,4.560300e+04
F6,IFPOA-X,2,3.750000e+04
F6,IFPOA-X,3,5.807700e+04
F6,IFPOA-X,4,3.517700e+04
F6,IFPOA-X,5,5.391100e+04
F6,IFPOA-X,6,3.470000e+04
F6,IFPOA-X,7,8.459800e+04
F6,IFPOA-X,8,6.731700e+04
F6,IFPOA-X,9,5.615200e+04
F6,IFPOA-X,10,3.882900e+04
F6,IFPOA-X,11,8.760600e+04
F6,IFPOA-X,12,1.991600e+04
F6,IFPOA-X,13,6.139400e+04
F6,IFPOA-X,14,5.602300e+04
F6,IFPOA-X,15,6.297800e+04
F6,FPA,1,1.077870e+05
F6,FPA,2,1.033720e+05
F6,FPA,3,1.058030e+05
F6,FPA,4,1.049410e+05
F6,FPA,5,1.169240e+05
F6,FPA,6,1.012940e+05
F6,FPA,7,1.139000e+05
F6,FPA,8,1.269840e+05
F6,FPA,9,1.321540e+05
F6,FPA,10,1.186640e+05
F6,FPA,11,1.084040e+05
F6,FPA,12,1.224070e+05
F6,FPA,13,1.183250e+05
F6,FPA,14,1.222750e+05
F6,FPA,15,1.310760e+05
F6,PSO,1,2.752900e+04
F6,PSO,2,2.953500e+04
F6,PSO,3,1.493400e+04
F6,PSO,4,1.670400e+04
F6,PSO,5,4.648000e+04
F6,PSO,6,1.758900e+04
F6,PSO,7,8.733300e+04
F6,PSO,8,3.205700e+04
F6,PSO,9,5.287900e+04
F6,PSO,10,2.360900e+04
F6,PSO,11,4.851000e+04
F6,PSO,12,4.980200e+04
F6,PSO,13,3.556000e+04
F6,PSO,14,6.593100e+04
F6,PSO,15,3.326200e+04
F6,DE,1,7.635500e+04
F6,DE,2,6.792500e+04
F6,DE,3,7.855900e+04
F6,DE,4,7.623500e+04
F6,DE,5,6.673700e+04
F6,DE,6,6.750400e+04
F6,DE,7,8.824400e+04
F6,DE,8,8.540800e+04
F6,DE,9,8.039800e+04
F6,DE,10,5.988600e+04
F6,DE,11,7.955700e+04
F6,DE,12,6.738100e+04
F6,DE,13,7.436200e+04
F6,DE,14,8.160400e+04
F6,DE,15,9.282200e+04
F6,L-SHADE,1,3.149300e+04
F6,L-SHADE,2,3.912300e+04
F6,L-SHADE,3,2.664500e+04
F6,L-SHADE,4,4.483500e+04
F6,L-SHADE,5,2.965900e+04
F6,L-SHADE,6,5.431800e+04
F6,L-SHADE,7,2.209500e+04
F6,L-SHADE,8,3.812700e+04
F6,L-SHADE,9,1.465700e+04
F6,L-SHADE,10,2.890100e+04
F6,L-SHADE,11,2.706500e+04
F6,L-SHADE,12,2.737300e+04
F6,L-SHADE,13,4.540200e+04
F6,L-SHADE,14,2.796000e+04
F6,L-SHADE,15,3.233400e+04
F6,GWO,1,1.722800e+04
F6,GWO,2,3.577200e+04
F6,GWO,3,2.449300e+04
F6,GWO,4,3.432300e+04
F6,GWO,5,3.283000e+04
F6,GWO,6,5.096000e+04
F6,GWO,7,2.609900e+04
F6,GWO,8,3.104300e+04
F6,GWO,9,1.947000e+04
F6,GWO,10,1.486500e+04
F6,GWO,11,3.355400e+04
F6,GWO,12,2.636900e+04
F6,GWO,13,2.466400e+04
F6,GWO,14,2.999700e+04
F6,GWO,15,3.378700e+04
F6,WOA,1,2.545000e+03
F6,WOA,2,2.299000e+03
F6,WOA,3,3.419000e+03
F6,WOA,4,3.330000e+03
F6,WOA,5,2.871000e+03
F6,WOA,6,2.599000e+03
