Function,Algorithm,Run,Best
F2,TPE,6,1.201991e+02
F2,TPE,7,3.243066e+02
F2,TPE,8,1.124731e+02
F2,TPE,9,8.624639e+01
F2,TPE,10,1.182458e+02
F2,TPE,11,1.154412e+02
F2,TPE,12,4.628786e+02
F2,TPE,13,1.004757e+02
F2,TPE,14,9.069864e+01
F2,TPE,15,3.181647e+02
F2,TPE,16,1.283802e+02
F2,TPE,17,4.564947e+03
F2,TPE,18,1.106194e+02
F2,TPE,19,4.472144e+02
F2,TPE,20,5.233131e+02
F3,IFPOA-X,1,1.260124e+05
F3,IFPOA-X,2,7.813322e+04
F3,IFPOA-X,3,4.833888e+04
F3,IFPOA-X,4,4.130863e+04
F3,IFPOA-X,5,8.412588e+04
F3,IFPOA-X,6,9.219074e+04
F3,IFPOA-X,7,5.159517e+04
F3,IFPOA-X,8,9.128922e+04
F3,IFPOA-X,9,8.046719e+04
F3,IFPOA-X,10,7.521301e+04
F3,IFPOA-X,11,1.434206e+05
F3,IFPOA-X,12,1.114112e+05
F3,IFPOA-X,13,7.059890e+04
F3,IFPOA-X,14,1.499458e+05
F3,IFPOA-X,15,8.921092e+04
F3,IFPOA-X,16,6.724358e+04
F3,IFPOA-X,17,1.279648e+05
F3,IFPOA-X,18,9.708214e+04
F3,IFPOA-X,19,1.037875e+05
F3,IFPOA-X,20,6.384964e+04
F3,FPA,1,6.521727e+06
F3,FPA,2,4.429208e+06
F3,FPA,3,6.201106e+06
F3,FPA,4,3.135783e+06
F3,FPA,5,7.136388e+06
F3,FPA,6,7.918123e+06
F3,FPA,7,7.372664e+06
F3,FPA,8,9.098094e+06
F3,FPA,9,3.966052e+06
F3,FPA,10,6.694660e+06
F3,FPA,11,4.022690e+06
F3,FPA,12,7.719148e+06
F3,FPA,13,6.162394e+06
F3,FPA,14,7.395154e+06
F3,FPA,15,9.341771e+06
F3,FPA,16,7.990241e+06
F3,FPA,17,9.879335e+06
F3,FPA,18,1.142772e+07
F3,FPA,19,5.090810e+06
F3,FPA,20,6.357781e+06
F3,PSO,1,1.462310e+05
