Function,Algorithm,Run,Best
F5,PSO,1,4.689507e+07
F5,PSO,2,5.720947e+07
F5,PSO,3,7.118799e+07
F5,PSO,4,5.535964e+07
F5,PSO,5,2.937739e+07
F5,PSO,6,3.490926e+07
F5,PSO,7,5.789543e+07
F5,PSO,8,7.189555e+07
F5,PSO,9,1.586528e+07
F5,PSO,10,2.450110e+07
F5,PSO,11,1.611147e+07
F5,PSO,12,5.046655e+07
F5,PSO,13,5.736740e+07
F5,PSO,14,4.507213e+07
F5,PSO,15,6.650138e+07
F5,DE,1,1.544112e+08
F5,DE,2,1.187638e+08
F5,DE,3,1.520376e+08
F5,DE,4,1.483214e+08
F5,DE,5,9.015285e+07
F5,DE,6,1.160569e+08
F5,DE,7,1.508050e+08
F5,DE,8,7.613230e+07
F5,DE,9,1.732428e+08
F5,DE,10,1.547351e+08
F5,DE,11,1.450147e+08
F5,DE,12,1.909179e+08
F5,DE,13,1.525655e+08
F5,DE,14,2.436641e+08
F5,DE,15,9.330882e+07
F5,L-SHADE,1,1.264352e+07
F5,L-SHADE,2,2.618598e+07
F5,L-SHADE,3,1.306783e+07
F5,L-SHADE,4,2.062267e+07
F5,L-SHADE,5,6.587910e+07
F5,L-SHADE,6,1.451754e+07
F5,L-SHADE,7,4.380143e+07
F5,L-SHADE,8,4.657593e+07
F5,L-SHADE,9,2.328202e+07
F5,L-SHADE,10,4.520707e+07
F5,L-SHADE,11,2.758169e+07
F5,L-SHADE,12,2.670266e+07
F5,L-SHADE,13,3.970646e+07
F5,L-SHADE,14,3.899256e+07
F5,L-SHADE,15,3.143411e+07
F5,GWO,1,8.212949e+06
F5,GWO,2,2.218143e+07
F5,GWO,3,1.871626e+07
F5,GWO,4,1.521104e+07
F5,GWO,5,2.998489e+07
F5,GWO,6,1.640331e+07
F5,GWO,7,1.436982e+07
F5,GWO,8,1.174209e+07
F5,GWO,9,1.752170e+07
F5,GWO,10,1.421393e+07
F5,GWO,11,1.696864e+07
F5,GWO,12,1.321356e+07
F5,GWO,13,1.566365e+07
F5,GWO,14,7.344557e+06
F5,GWO,15,4.784985e+07
F5,WOA,1,1.002807e+08
F5,WOA,2,1.432366e+08
F5,WOA,3,1.567468e+08
F5,WOA,4,1.250030e+08
F5,WOA,5,1.427983e+08
F5,WOA,6,1.605490e+08
F5,WOA,7,1.280899e+08
F5,WOA,8,1.742012e+08
F5,WOA,9,1.641906e+08
F5,WOA,10,1.549180e+08
F5,WOA,11,1.714385e+08
F5,WOA,12,1.492326e+08
F5,WOA,13,9.665397e+07
F5,WOA,14,6.741773e+07
F5,WOA,15,1.593843e+08
F5,TPE,1,1.010715e+08
F5,TPE,2,4.422189e+07
F5,TPE,3,6.666863e+07
F5,TPE,4,6.718332e+07
F5,TPE,5,9.225168e+07
F5,TPE,6,3.984876e+07
F5,TPE,7,5.860022e+07
F5,TPE,8,3.930319e+07
F5,TPE,9,1.750346e+08
F5,TPE,10,4.876929e+07
F5,TPE,11,2.970846e+07
F5,TPE,12,8.418537e+07
F5,TPE,13,7.309500e+07
F5,TPE,14,5.221441e+07
F5,TPE,15,3.869744e+07
F6,IFPOA-X,1,3.759800e+04
F6,IFPOA-X,2,3.624800e+04
F6,IFPOA-X,3,2.852600e+04
F6,IFPOA-X,4,3.232600e+04
F6,IFPOA-X,5,3.973300e+04
F6,IFPOA-X,6,3.108700e+04
F6,IFPOA-X,7,4.774700e+04
F6,IFPOA-X,8,4.516700e+04
F6,IFPOA-X,9,3.060000e+04
F6,IFPOA-X,10,3.944000e+04
F6,IFPOA-X,11,3.019000e+04
F6,IFPOA-X,12,3.553100e+04
F6,IFPOA-X,13,3.662000e+04
F6,IFPOA-X,14,2.718800e+04
F6,IFPOA-X,15,3.603100e+04
F6,FPA,1,4.687800e+04
F6,FPA,2,5.803100e+04
F6,FPA,3,4.440400e+04
F6,FPA,4,4.132000e+04
F6,FPA,5,4.447000e+04
F6,FPA,6,3.883200e+04
F6,FPA,7,5.560400e+04
F6,FPA,8,5.334800e+04
F6,FPA,9,4.714300e+04
F6,FPA,10,4.423500e+04
F6,FPA,11,3.783000e+04
F6,FPA,12,4.675200e+04
F6,FPA,13,5.021100e+04
F6,FPA,14,4.750300e+04
F6,FPA,15,5.154900e+04
F6,PSO,1,1.192100e+04
F6,PSO,2,2.600900e+04
F6,PSO,3,1.826400e+04
F6,PSO,4,2.196500e+04
F6,PSO,5,2.982100e+04
F6,PSO,6,2.741900e+04
F6,PSO,7,2.063300e+04
F6,PSO,8,2.301400e+04
F6,PSO,9,3.171900e+04
F6,PSO,10,2.245800e+04
F6,PSO,11,3.073100e+04
F6,PSO,12,2.871800e+04
F6,PSO,13,2.701200e+04
F6,PSO,14,2.119100e+04
F6,PSO,15,2.234200e+04
F6,DE,1,5.066600e+04
F6,DE,2,4.738200e+04
F6,DE,3,4.901500e+04
F6,DE,4,1.801700e+04
F6,DE,5,4.122200e+04
F6,DE,6,5.233400e+04
F6,DE,7,5.190800e+04
F6,DE,8,4.046400e+04
F6,DE,9,5.122300e+04
F6,DE,10,3.413300e+04
F6,DE,11,3.905700e+04
F6,DE,12,2.190300e+04
F6,DE,13,3.033300e+04
F6,DE,14,3.743500e+04
F6,DE,15,3.941000e+04
F6,L-SHADE,1,1.461500e+04
F6,L-SHADE,2,2.124500e+04
F6,L-SHADE,3,1.916100e+04
